PL.,   Lifters,BY,Team,Weight,WF,Lot,Squat1,Squat2,Squat3,Best Squat,Bench1,Bench2,Bench3,Best Bench,Dead1,Dead2,Dead3,Best Deadlift,Total Tom,TOTAL,W.pts.,Pts.,Year,Sex,Division,Sort
17,Matarrita Montenegro Crist,1984,CRC,91.4,0.6335,7,230,260,260,,150,160,160,,215,230,252.5,,0,642.5,407.02,1,2014,M,Open,509
7,Matsunaga Kazuya,1975,JPN,64.7,0.7983,6,170,180,185,,110,120,122.5,,210,230,237.5,,0,530,423.1,4,2013,M,Classic,1029
6,Matwin Lukasz,1983,POL,82.4,0.6704,24,200,212.5,217.5,,145,152.5,155,,280,302.5,315.5,,0,685.5,459.56,5,2014,M,Classic,688
9,McCaffrey Paul,1979,GBR,82.3,0.6709,15,225,235,235,,135,140,140,,225,230,235,,0,600,402.54,2,2013,M,Classic,1052
4,McClain Ls,1978,USA,92.25,0.6306,4,245,257.5,267.5,,205,212.5,217.5,,285,292.5,302.5,,0,772.5,487.18,7,2014,M,Classic,700
3,McClain Ls,1978,USA,92.48,0.6299,18,250,250,265,,197.5,207.5,212.5,,277.5,292.5,307.5,,0,785,494.47,8,2015,M,Classic,275
6,McKenzie Cameron,1993,AUS,119.78,0.5752,4,287.5,307.5,315,,185,195,195,,300,330,335,,0,837.5,481.73,5,2015,M,Classic,312
4,McLain III LS,1978,USA,91.65,0.6326,9,227.5,242.5,252.5,,192.5,205,212.5,,272.5,290,300,,0,747.5,472.91,7,2013,M,Classic,1059
5,Meiyanto Doni,1989,INA,72.2,0.7322,13,290,300,300,,140,160,170,,290,305,320,,0,780,571.12,6,2013,M,Open,840
12,Mejia Boza Alvaro Mauricio,1981,CRC,71.74,0.7357,1,205,212.5,222.5,,145,145,150,,230,240,240,,0,602.5,443.24,1,2012,M,Open,1228
11,Mejia Boza Alvaro Mauricio,1981,CRC,72.62,0.7293,5,220,240,250,,150,162.5,172.5,,240,255,255,,0,630,459.46,1,2014,M,Open,471
14,Melendez Carlo,1983,PUR,73.8,0.7207,4,240,250,260,,185,187.5,197.5,,207.5,222.5,222.5,,0,655,472.06,1,2013,M,Open,849
4,Mencias Jose,1987,VEN,103.93,0.5997,22,347.5,355,360,,245,252.5,257.5,,325,332.5,337.5,,0,940,563.75,7,2012,M,Open,1281
8,Meyer Quintin,1991,USA,118.26,0.5769,5,345,360,370,,250,262.5,272.5,,300,315,320,,0,957.5,552.38,3,2015,M,Open,103
—,Mihaylov Robert,1977,BUL,82.62,0.6693,15,315,315,330,,225,225,225,,280,305,322.5,,0,Out,—,—,2012,M,Open,1253
10,Miller Ryan,1985,RSA,82,0.6724,22,185,190,195,,150,157.5,165,,250,255,260,,0,610,410.16,1,2014,M,Classic,692
3,Mizuno Takaaki,1967,JPN,58.5,0.8731,1,155,165,170,,125,130,130,,200,210,210,,0,495,432.18,8,2013,M,Classic,1020
8,Mizuno Takaaki,1967,JPN,58.89,0.8677,6,205,215,215,,170,180,180,,200,200,210,,0,585,507.61,3,2015,M,Open,9
8,Morgan Randolph,1978,GUY,82.07,0.6721,8,285,300,305,,195,210,220,,320,327.5,330,,0,850,571.24,3,2012,M,Open,1241
11,Mori Masahiro,1972,JPN,82.53,0.6698,6,285,297.5,305,,225,237.5,245,,270,280,280,,0,812.5,544.17,1,2012,M,Open,1244
6,Morozumi Yasuhiro,1977,JPN,65.25,0.7927,7,175,182.5,185,,120,125,127.5,,230,237.5,242.5,,0,550,435.98,5,2013,M,Classic,1028
8,Mostafa Yazdani Kachouei,1988,IRI,101.25,0.6056,4,255,265,275,,160,167.5,167.5,,310,325,330,,0,772.5,467.83,3,2015,M,Classic,300
3,Muhonen Tomi,1983,FIN,104.45,0.5987,13,280,292.5,300,,190,197.5,200,,285,300,305,,0,805,481.95,8,2013,M,Classic,1073
13,Munoz David,1985,MEX,101.5,0.605,3,250,265,270,,160,160,170,,245,255,260,,0,695,420.47,1,2014,M,Open,525
16,Murray William,1981,GBR,72.45,0.7304,8,215,215,225,,152.5,160,165,,205,215,220,,0,605,441.89,1,2015,M,Open,38
14,Murrell Rob,1981,AUS,118.94,0.5761,17,270,280,280,,160,165,170,,250,265,275,,0,710,409.03,1,2015,M,Classic,320
10,Mutikainen Teemu,1988,FIN,104.09,0.5994,7,265,275,280,,165,172.5,175,,290,312.5,315,,0,760,455.54,1,2015,M,Classic,302
6,Muttonen Mikko,1987,FIN,92.45,0.63,7,235,245,245,,175,180,182.5,,295,302.5,302.5,,0,710,447.26,5,2013,M,Classic,1061
9,Muttonen Mikko,1987,FIN,91.33,0.6337,6,250,257.5,262.5,,175,177.5,177.5,,285,300,300,,0,717.5,454.68,2,2015,M,Classic,281
9,Myagmarsuren Galsaikhan,1988,MGL,82.88,0.668,5,300,300,315,,180,190,190,,260,267.5,270,,0,757.5,506.01,2,2014,M,Open,484
—,Myagmarsuren Galsaikhan,1988,MGL,82.72,0.6688,12,337.5,337.5,337.5,,200,200,217.5,,280,295,300,,0,DSQ,—,—,2015,M,Open,52
6,Myers Quentin,1986,USA,58.29,0.876,2,172.5,182.5,187.5,,122.5,127.5,132.5,,192.5,202.5,207.5,,0,512.5,448.95,5,2015,M,Classic,224
18,Nacle Daniel,1978,BRA,136.33,0.5611,24,275,287.5,295,,205,212.5,215,,275,290,302.5,,0,797.5,447.48,1,2015,M,Classic,340
15,Nakamura Ryuji,1981,JPN,73.77,0.7209,15,182.5,187.5,187.5,,152.5,160,162.5,,195,210,220,,0,562.5,405.51,1,2015,M,Classic,252
16,Nanai Lepeka,1979,AUS,119.65,0.5754,12,220,235,245,,172.5,180,185,,260,272.5,280,,0,687.5,395.55,1,2013,M,Classic,1106
2,Naniev Andriy,1984,UKR,82.32,0.6708,20,345,345,360,,230,240,247.5,,300,307.5,312.5,,0,915.0/c/,613.78,9,2012,M,Open,1235
3,Naniev Andriy,1984,UKR,82.7,0.6689,10,335,345,345,,240,250,260.5,,302.5,310,310,,0,908,607.36,8,2013,M,Open,854
3,Naniev Andriy,1984,UKR,82.4,0.6704,1,335,335,345,,250,260,270,,300,310,322.5,,0,905,606.71,8,2014,M,Open,478
1,Naniev Andriy,1984,UKR,82.58,0.6695,10,337.5,350,357.5,,250,261.5,265,,300,312.5,317.5,,0,940,629.33,12,2015,M,Open,41
19,Napper Dave,1987,AUS,125.69,0.5692,16,280,300,305,,155,165,167.5,,300,320,335,,0,785,446.82,1,2015,M,Classic,341
17,Nascimento Claudemiro,1970,BRA,119.14,0.5759,8,345,355,362.5,,180,190,195,,270,290,300,,0,845,486.64,1,2014,M,Open,549
—,Nauanov Yerbol,1989,KAZ,82.22,0.6714,2,320,335,335,,290,290,290,,250,,,,0,DD,—,—,2014,M,Open,490
—,Nedashkovskiy Oleg,1978,KAZ,115.7,0.5801,8,180,,,,240,245,250,,200,220,240,,0,DD,—,—,2013,M,Classic,1107
10,Nemeshazy Janos Istvan Jr,1979,HUN,103.05,0.6016,11,270,270,280,,160,,,,305,312.5,317.5,,0,742.5,446.69,1,2013,M,Classic,1080
7,Nemeshazy Jr Janos,1979,HUN,103.1,0.6015,11,250,260,270,,160,165,170,,300,315,330,,0,755,454.13,4,2014,M,Classic,716
4,Nickson Eriek,1975,USA,73.85,0.7204,2,255,272.5,285,,182.5,187.5,212.5,,292.5,307.5,320.5,,0,775,558.27,7,2012,M,Open,1220
11,Nielsen Henrik,1984,DEN,92.2,0.6308,4,315,330,335,,205,212.5,212.5,,265,277.5,282.5,,0,825,520.41,1,2012,M,Open,1266
4,Nieminen Sami,1975,FIN,73.65,0.7218,19,215,225,225,,145,150,152.5,,265,277.5,295.5,,0,652.5,470.94,7,2013,M,Classic,1034
6,Nieminen Sami,1975,FIN,73.76,0.721,16,230,242.5,242.5,,147.5,152.5,155,,275,292.5,311,,0,675,486.68,5,2015,M,Classic,243
13,Nieves Lazaro,1977,PUR,126.98,0.5681,9,305,317.5,317.5,,210,225,235,,300,317.5,325,,0,870,494.24,1,2012,M,Open,1328
14,Nieves Lazaro,1977,PUR,125.2,0.5697,11,320,332.5,337.5,,240,250,250,,310,310,310,,0,887.5,505.61,1,2013,M,Open,925
5,Nieves Lazaro,1977,PUR,130.4,0.5653,5,340,347.5,357.5,,257.5,270,277.5,,315,330,335,,0,970,548.34,6,2014,M,Open,558
15,Nimbalkar Amit,1990,IND,127.88,0.5673,14,250,290,310,,140,,,,220,230,245,,0,675,382.93,1,2015,M,Open,127
7,Nishimura Yoshito,1990,JPN,65.93,0.7859,16,260,260,260,,170,192.5,192.5,,235,245,252.5,,0,675,530.48,4,2013,M,Open,831
2,Nishimura Yoshito,1990,JPN,65.86,0.7862,18,265,280,290,,185,190,195,,245,260,270,,0,755,593.58,9,2014,M,Open,453
20,Noonan Kyle,1990,RSA,126,0.5689,13,230,250,260,,170,175,180,,300,325,342.5,,0,765,435.21,1,2015,M,Classic,342
10,Noppers Lewis,1970,CAN,65.96,0.7856,24,220,230,242.5,,142.5,147.5,150,,250,270,275,,0,652.5,512.6,1,2012,M,Open,1212
2,Norton Layne,1981,USA,91.48,0.6332,21,275,287.5,303,,162.5,170,172.5,,295,310,322.5,,0,798,505.29,9,2015,M,Classic,274
9,Nursahedov Merdan,1976,TKM,73.35,0.7238,16,200,,,,212.5,217.5,222.5,,220,240,,,0,662.5,479.55,2,2012,M,Open,1225
8,Ochoa Alex,1990,ECU,65.44,0.7907,14,245,257.5,265,,150,157.5,162.5,,235,250,250,,0,657.5,519.89,3,2013,M,Open,832
6,Ochoa Alex,1990,ECU,65.45,0.7906,15,190,202.5,210,,125,132.5,137.5,,230,240,252.5,,0,582.5,460.52,5,2014,M,Classic,662
6,Ochoa Alex,1990,ECU,65.7,0.7881,14,260,270,270,,160,165,172.5,,240,252.5,257.5,,0,690,543.79,5,2014,M,Open,457
—,Oishi Eric,1979,BRA,72.95,0.7268,11,295,312.5,312.5,,197.5,200,207.5,,260,272.5,272.5,,0,DD,—,—,2012,M,Open,1231
1,Olech Jaroslaw,1974,POL,72.99,0.7265,17,335,355,372.5,,200,210,217.5,,300,310,327.5,,0,875,635.66,12,2012,M,Open,1217
1,Olech Jaroslaw,1974,POL,73.32,0.7241,16,345,355,367.5,,205,212.5,217.5,,290,310,320,,0,905.0/w/,655.31,12,2013,M,Open,836
1,Olech Jaroslaw,1974,POL,73.32,0.7242,3,340,355,360,,205,212.5,217.5,,290,310,310,,0,882.5 -w1,639.11,12,2014,M,Open,461
1,Olech Jaroslaw,1974,POL,72.85,0.7274,11,340,360,368,,207.5,212.5,217.5,,290,310,320,,0,882.5,641.93,12,2015,M,Open,23
—,Oliveira Joe,1969,CAN,102.34,0.6032,16,302.5,302.5,302.5,,217.5,222.5,230,,270,280,280,,0,DSQ,—,—,2014,M,Open,528
4,Omland Tor Herman,1977,NOR,117.89,0.5774,39,385,397.5,397.5,,290,295,295,,310,317.5,327.5,,0,1020,588.95,7,2012,M,Open,1302
10,Osman Muhammad Hidaya,1990,SIN,65.43,0.7908,19,175,182.5,190,,107.5,110,110,,210,222.5,225,,0,502.5,397.38,1,2015,M,Classic,236
5,Osmialowski Pawel,1977,POL,58.73,0.8699,14,240,250,255,,140,150,155,,210,220,225,,0,635,552.37,6,2012,M,Open,1196
2,Osmialowski Pawel,1977,POL,58.68,0.8706,7,240,250,255,,142.5,152.5,157.5,,210,217.5,217.5,,0,625,544.13,9,2013,M,Open,818
7,Osmialowski Pawel,1977,POL,58.62,0.8717,6,242.5,242.5,245,,142.5,152.5,157.5,,210,220,225,,0,622.5,542.63,4,2014,M,Open,446
—,Osmialowski Pawel,1977,POL,58.74,0.8697,9,240,250,250,,135,145,152.5,,210,220,230,,0,DSQ,—,—,2015,M,Open,10
9,Ostrowski Damian,1983,POL,118.6,0.5765,2,260,272.5,272.5,,190,202.5,202.5,,275,290,302.5,,0,752.5,433.82,2,2014,M,Classic,732
—,Otani Norihiro,1980,JPN,73.75,0.721,4,297.5,297.5,297.5,,190,200,215,,250,260,270,,0,Out,—,—,2012,M,Open,1230
8,Otani Norihiro,1980,JPN,73.94,0.7197,7,275,287.5,295,,205,210,210,,240,250,250,,0,740,532.58,3,2013,M,Open,843
7,Otani Norihiro,1980,JPN,73.44,0.7235,1,290,305,305,,200,207.5,210,,240,250,260,,0,747.5,540.82,4,2014,M,Open,467
9,Otani Norihiro,1980,JPN,73.19,0.725,2,290,305,305,,210,217.5,222.5,,250,250,260,,0,762.5,552.81,2,2015,M,Open,31
8,Ovsonka Peter,1982,SVK,104.45,0.5987,14,370,392.5,400,,210,220,225,,305,305,322.5,,0,895,535.83,3,2012,M,Open,1285
7,Ovsonka Peter,1982,SVK,104.36,0.5988,10,360,372.5,392.5,,210,222.5,227.5,,305,312.5,312.5,,0,912.5,546.4,4,2013,M,Open,888
10,Ovsonka Peter,1982,SVK,118.84,0.5763,2,375,385,390,,235,242.5,247.5,,310,325,332.5,,0,962.5,554.69,1,2014,M,Open,542
—,Ovsonka Peter,1982,SVK,0,"13,354",4,,,,,,,,,,,,,0,RD,—,—,2015,M,Open,111
—,Owen Ray,1970,AUS,90.85,0.6354,5,207.5,220,230,,170,170,170,,230,255,255,,0,Out,—,—,2013,M,Classic,1067
—,Pahl Dominik,1992,GER,114.13,0.5822,3,365,377.5,377.5,,235,242.5,250,,290,310,317.5,,0,DSQ,—,—,2015,M,Open,106
7,Palmer Robert,1982,GBR,82.87,0.6682,16,315,325,332.5,,225,225,230,,285,295,302.5,,0,857.5,572.93,4,2012,M,Open,1240
8,Palmer Robert,1982,GBR,90.5,0.6366,0,340,340,355,,240,250,255,,290,300,307.5,,0,895,569.76,3,2013,M,Open,870
8,Palmer Robert,1982,GBR,91.83,0.632,4,350,362.5,370,,250,257.5,262.5,,282.5,292.5,302.5,,0,917.5,579.86,3,2015,M,Open,62
—,Pankrashev Alexey,1990,KAZ,104.2,0.5992,13,370,370,370,,245,245,250,,300,315,,,0,DSQ,—,—,2014,M,Open,530
13,Pankrashev Alexey,1990,KAZ,104.37,0.5988,5,275,280,,,165,172.5,172.5,,270,277.5,,,0,725,434.13,1,2015,M,Classic,305
14,Pardo Idelfonso,1973,MEX,101.77,0.6045,21,295,307.5,312.5,,230,242.5,247.5,,260,270,275,,0,825,498.67,1,2012,M,Open,1291
—,Pardo Idelfonso,1973,MEX,100.82,0.6067,10,300,300,300,,245,245,245,,245,255,260,,0,DSQ,—,—,2014,M,Open,527
4,Parviainen Mika,1979,FIN,82.35,0.6706,21,225,237.5,242.5,,155,160,165,,275,287.5,290,,0,697.5,467.78,7,2014,M,Classic,686
7,Pearce Matthew,1988,GBR,142.75,0.5572,27,280,295,305,,190,195,200,,265,280,282.5,,0,765,426.26,4,2013,M,Classic,1115
—,Petkov Rostislav,1988,BUL,73.54,0.7225,10,300,315,322.5,,220,230,241,,290,302.5,327.5,,0,DD,—,—,2012,M,Open,1232
8,Phalatsi Jacobus,1981,RSA,64.2,0.8035,17,170,185,195,,120,130,137.5,,200,210,220,,0,535,429.87,3,2014,M,Classic,664
11,Phillips Aaron,1985,USA,73,0.7264,13,272.5,280,287.5,,195,200,205,,232.5,245,245,,0,717.5,521.19,1,2015,M,Open,33
12,Picot-Gueraud Romain,1987,FRA,82.2,0.6714,5,305,305,317.5,,200,207.5,207.5,,285,300,300,,0,810,543.83,1,2012,M,Open,1245
3,Picot-Gueraud Romain,1987,FRA,82.2,0.6714,13,245,255,260,,155,162.5,162.5,,260,275,280,,0,692.5,464.94,8,2013,M,Classic,1046
11,Piron Michel,1993,LUX,82,0.6724,6,230,245,255,,162.5,167.5,170,,230,240,240,,0,665,447.15,1,2015,M,Open,51
3,Poinson Adrien,1991,FRA,73.27,0.7244,7,225,230,232.5,,208,210.5,210.5,,250,257.5,257.5,,0,693,502.01,8,2015,M,Classic,240
10,Porras Marco,1982,MEX,114.75,0.5814,27,342.5,360,360,,230,235,242.5,,290,310,320,,0,905,526.16,1,2012,M,Open,1308
15,Porras Marco,1982,MEX,114.45,0.5817,10,345,360,372.5,,250,260,,,290,300,310,,0,910,529.35,1,2014,M,Open,547
7,Pritchard Hayden,1988,NZL,91.4,0.6335,3,250,260,267.5,,145,155,160,,270,285,297.5,,0,700,443.45,4,2013,M,Classic,1062
10,Pritchard Hayden,1988,NZL,90.95,0.6351,5,260,272.5,277.5,,150,160,162.5,,280,285,,,0,712.5,452.47,1,2014,M,Classic,706
—,Pritchard Stephen,1970,AUS,140.3,0.5586,29,312.5,327.5,335,,215,222.5,227.5,,300,300,300,,0,Out,—,—,2013,M,Classic,1117
5,Pritchard Stephen,1970,AUS,119.15,0.5758,8,300,310,312.5,,200,207.5,215,,305,320,325,,0,847.5/w1/,488.03,6,2014,M,Classic,728
4,Prokopenko Andrey,1988,KAZ,73.23,0.7247,15,297.5,297.5,307.5,,205,215,225,,275,285,302.5,,0,807.5,585.2,7,2015,M,Open,26
7,Pullinen Sami,1983,FIN,119.9,0.575,40,340,360,360,,280,285,302.5,,280,295,320,,0,920,529,4,2012,M,Open,1305
14,Purzel Alexander,1983,AUT,117.85,0.5775,14,230,242.5,242.5,,170,175,180,,282.5,300,300,,0,717.5,414.32,1,2013,M,Classic,1104
10,Purzel Alexander,1983,AUT,117,0.5785,1,240,247.5,247.5,,170,175,177.5,,300,317.5,317.5,,0,722.5,417.97,1,2014,M,Classic,733
—,Quispe Loayza Gabriel,1981,PER,65.82,0.7872,16,255,255,267.5,,170,180,192.5,,235,245,255,,0,DSQ,—,—,2014,M,Open,459
6,Quispe Loayza Gabriel,1981,PER,65.2,0.7932,8,195,205,210,,132.5,137.5,137.5,,215,225,232.5,,0,567.5,450.14,5,2015,M,Classic,232
9,Rahmanow Shatlyk,1980,TKM,92.6,0.6295,6,220,220,225,,130,135,,,240,250,255,,0,600,377.7,2,2013,M,Classic,1064
9,Rast Siim,1988,EST,182.5,0.537,21,315,327.5,332.5,,215,225,232.5,,330,340,342.5,,0,895,480.62,2,2015,M,Classic,331
1,Raus Alex-Edward,1992,EST,103.35,0.601,7,305,315,320,,197.5,205,210,,310,315,317.5,,0,840.0/wj/,504.84,12,2013,M,Classic,1071
3,Raus Alex-Edward,1992,EST,104.6,0.5984,8,310,320,330,,200,207.5,212.5,,295,305,310,,0,852.5/wj/,510.14,8,2014,M,Classic,712
16,Rebreyend Christophe,1988,NED,145.06,0.5559,10,285,300,302.5,,167.5,177.5,180,,310,320,325,,0,807.5,448.89,1,2015,M,Classic,338
12,Rees Robert,1988,GBR,103.7,0.6002,4,225,240,245,,160,170,175,,280,300,307.5,,0,715,429.14,1,2013,M,Classic,1082
12,Reinmuth Tony,1989,AUS,153.33,0.5516,12,320,332.5,340,,192.5,200,205,,290,312.5,327.5,,0,850,468.86,1,2015,M,Classic,334
7,Rheaume Jean-Sebastien,1974,CAN,65.78,0.7874,2,230,242.5,255,,175,175,180,,225,235,242.5,,0,665,523.6,4,2012,M,Open,1209
6,Ricks David,1959,USA,91.63,0.6327,19,332.5,332.5,345,,215,225,225,,292.5,305,317.5,,0,875,553.62,5,2012,M,Open,1261
15,Ringoot Steve,1989,BEL,135.4,0.5617,5,335,345,347.5,,232.5,240,250,,270,307.5,307.5,,0,865,485.87,1,2013,M,Open,926
8,Ringoot Steve,1989,BEL,135.2,0.5618,6,345,357.5,370,,245,252.5,260,,280,290,305,,0,915,514.05,3,2014,M,Open,561
13,Ringoot Steve,1989,BEL,141.3,0.558,22,285,302.5,305,,195,205,215,,300,312.5,320,,0,832.5,464.54,1,2015,M,Classic,335
11,Ringoot Steve,1989,BEL,133.7,0.5629,13,350,360,370,,245,255,260,,305,320,327.5,,0,950,534.75,1,2015,M,Open,123
9,Rivera Carlos,1982,PUR,118.56,0.5765,32,335,347.5,350,,230,245,250,,280,300,312.5,,0,907.5,523.21,2,2012,M,Open,1307
6,Rivera Carlos,1982,PUR,119.2,0.5758,2,340,355,365,,245,257.5,265,,285,300,307.5,,0,912.5,525.42,5,2013,M,Open,900
12,Rivera Carlos,1982,PUR,118.62,0.5765,17,360,367.5,375,,260,272.5,280,,295,307.5,315,,0,955,550.56,1,2014,M,Open,544
12,Rodriguez Cruz,1959,PUR,65.01,0.7951,9,200,210,215,,142.5,142.5,145,,190,200,200,,0,542.5,431.34,1,2012,M,Open,1214
5,Roelvaag Kim-Raino,1986,NOR,74,0.7193,7,265,272.5,280,,225,225,230,,250,260,265,,0,775,557.45,6,2012,M,Open,1221
7,Roelvaag Kim-Raino,1986,NOR,73.23,0.7247,15,270,277.5,282.5,,217.5,222.5,222.5,,255,262.5,262.5,,0,767.5,556.21,4,2013,M,Open,842
5,Roelvaag Kim-Raino,1986,NOR,73.91,0.7199,1,300,310,310,,225,230,232.5,,260,267.5,272.5,,0,807.5,581.32,6,2015,M,Open,27
6,Roenning Martin,1984,NOR,163.2,0.5466,5,305,315,320,,235,240,245,,300,310,,,0,870,475.54,5,2014,M,Classic,740
8,Roenning Martin,1984,NOR,163.5,0.5464,1,310,320,330,,245,245,252.5,,300,320,325,,0,907.5,495.86,3,2015,M,Classic,330
5,Roenning Martin,1984,NOR,164.33,0.546,1,395,405,405,,345,352.5,357.5,,310,310,342.5,,0,1067.5,582.86,6,2015,M,Open,117
11,Rogers Robert,1989,GBR,82.62,0.6693,13,225,235,235,,145,152.5,157.5,,262.5,270,270,,0,650,435.05,1,2015,M,Classic,266
1,Rokochiy Oleksiy,1981,UKR,119.5,0.5755,15,390,402.5,412.5,,282.5,290,295,,345,357.5,367.5,,0,1075.0/w/,618.66,12,2013,M,Open,895
2,Rokochiy Oleksiy,1981,UKR,118.98,0.5761,12,400,400,,,285,292.5,300,,345,355,367.5,,0,1055,607.79,9,2014,M,Open,534
4,Rokochiy Oleksiy,1981,UKR,119.91,0.575,17,402.5,402.5,412.5,,297.5,305,312.5,,337.5,345,355,,0,1070,615.25,7,2015,M,Open,99
—,Ron Hernan,1981,VEN,92.82,0.6287,3,370,380,390,,245,245,250,,290,,,,0,Out,—,—,2012,M,Open,1273
5,Ronkainen Mikko,1987,FIN,92.6,0.6295,4,240,255,262.5,,160,170,175,,280,297.5,302.5,,0,722.5,454.81,6,2013,M,Classic,1060
3,Ronkainen Mikko,1987,FIN,82.72,0.6688,16,240,250,252.5,,165,170,170,,290,295,295,,0,705,471.5,8,2015,M,Classic,258
15,Rook Niels,1988,NED,138.29,0.5598,11,325,335,335,,215,220,220,,285,285,290,,0,830,464.64,1,2012,M,Open,1330
11,Ruso Karel,1965,CZE,65.69,0.7882,12,235,255,265,,95,102.5,105,,210,232.5,240,,0,607.5,478.83,1,2012,M,Open,1213
9,Ruso Karel,1965,CZE,65.85,0.7867,12,230,250,257.5,,90,97.5,100,,210,230,235,,0,580,456.29,2,2015,M,Open,20
3,Rysiyev Volodymyr,1982,UKR,82.33,0.6708,7,345,352.5,357.5,,225,235,235,,310,317.5,325,,0,910,610.38,8,2012,M,Open,1236
2,Rysiyev Volodymyr,1982,UKR,82.7,0.6689,7,345,357.5,357.5,,235,245,252.5,,305,315,320,,0,922.5,617.06,9,2013,M,Open,853
2,Rysiyev Volodymyr,1982,UKR,82.98,0.6675,10,345,345,355,,242.5,250,255,,322.5,322.5,322.5,,0,917.5,612.43,9,2014,M,Open,477
2,Rysiyev Volodymyr,1982,UKR,82.66,0.6691,7,332.5,347.5,357.5,,242.5,250,257.5,,315,332.5,340,,0,937.5,627.28,9,2015,M,Open,42
7,Saarma Tiit,1990,EST,81.35,0.6756,6,220,230,235,,160,170,170,,260,270,280,,0,670,452.65,4,2015,M,Classic,262
5,Sagor Rait,1990,EST,104.7,0.5982,3,270,270,285,,180,187.5,192.5,,330,345,345,,0,802.5,480.06,6,2015,M,Classic,297
16,Sahota Ranbir,1983,GBR,119.68,0.5753,6,350,365,365,,215,225,230,,305,325,335,,0,905,520.65,1,2014,M,Open,548
12,Sahota Ranbir,1983,GBR,125.08,0.5698,12,365,380,380,,222.5,230,230,,310,327.5,335,,0,930,529.91,1,2015,M,Open,124
11,Salgado David,1974,MEX,73.69,0.7215,20,225,235,240,,155,165,165,,225,225,235,,0,625,450.91,1,2012,M,Open,1227
15,Salgado Romel,1989,ECU,118.1,0.5771,4,330,330,365,,210,217.5,222.5,,255,265,270,,0,817.5,471.78,1,2013,M,Open,909
18,Salgado Romel,1989,ECU,114.62,0.5816,15,320,345,360,,210,222.5,230,,260,275,285,,0,842.5,490,1,2014,M,Open,550
11,Sammalkivi Siim,1987,EST,92.39,0.6302,3,235,242.5,247.5,,165,170,175,,270,275,,,0,697.5,439.56,1,2015,M,Classic,283
7,Sanasi Simone,1982,ITA,83,0.6675,11,287.5,302.5,312.5,,185,192.5,200,,280,297.5,307.5,,0,810,540.67,4,2015,M,Open,47
16,Sanchez Marcos,1974,ECU,82.54,0.6697,13,285,305,315,,200,207.5,207.5,,225,227.5,,,0,730,488.88,1,2012,M,Open,1249
7,Sandvik Kenneth,1975,FIN,140.22,0.5587,3,390,405,412.5,,330,337.5,342.5,,310,317.5,317.5,,0,1065,594.99,4,2012,M,Open,1322
6,Sandvik Kenneth,1975,FIN,141.6,0.5579,8,400,412.5,420,,335,342.5,347.5,,305,315,320,,0,1075,599.74,5,2013,M,Open,917
2,Sandvik Kenneth,1975,FIN,141.8,0.5578,9,400,407.5,415,,330,340,345,,300,312.5,315,,0,1072.5,598.24,9,2014,M,Open,555
6,Sandvik Kenneth,1975,FIN,143.56,0.5568,10,390,402.5,410,,347.5,357.5,357.5,,285,302.5,307.5,,0,1062.5 -w1,591.6,5,2015,M,Open,118
—,Sarafimov Zdravko,1984,BUL,92.66,0.6293,2,340,352.5,352.5,,240,247.5,255,,330,337.5,352.5,,0,DD,—,—,2012,M,Open,1276
6,Sarik Tomas,1975,CZE,104.93,0.5977,18,332.5,345,352.5,,232.5,240,240,,310,327.5,335,,0,912.5,545.43,5,2012,M,Open,1283
6,Sato Yoshihiro,1982,JPN,65.65,0.7886,10,240,255,262.5,,190,197.5,202.5,,220,235,242.5,,0,692.5,546.1,5,2012,M,Open,1208
5,Sato Yoshihiro,1982,JPN,65.42,0.7911,19,245,260,265,,200,210,215,,230,240,247.5,,0,722.5,571.57,6,2014,M,Open,456
5,Sato Yoshihiro,1982,JPN,65.25,0.7927,17,250,260,270,,215,220.5,220.5,,240,247.5,247.5,,0,732.5,580.65,6,2015,M,Open,16
17,Sattarov Timur,1982,TKM,96.35,0.6181,2,220,230,,,207.5,207.5,212.5,,120,180,,,0,607.5,375.53,1,2013,M,Classic,1087
3,Savolainen Antti,1978,FIN,65.8,0.7872,4,185,192.5,195,,145,150,155,,245,252.5,273,,0,600,472.32,8,2013,M,Classic,1025
4,Savolainen Antti,1978,FIN,65.69,0.7882,10,245,252.5,257.5,,192.5,197.5,200,,265,277.5,285,,0,735,579.33,7,2013,M,Open,828
3,Savolainen Antti,1978,FIN,65.5,0.7901,14,200,207.5,210,,150,155,157.5,,255,265,277.5,,0,630,497.76,8,2014,M,Classic,659
1,Savolainen Antti,1978,FIN,65.56,0.7895,17,202.5,210,215,,152.5,157.5,157.5,,260,267.5,278,,0,650.5 -c,513.57,12,2015,M,Classic,227
4,Savolainen Antti,1978,FIN,65.55,0.7896,19,250,257.5,262.5,,190,195,200,,275,290,290,,0,747.5,590.23,7,2015,M,Open,15
5,Saydaliev Eldor,1989,UZB,78.9,0.6888,2,220,235,245,,130,135,137.5,,272.5,282.5,290,,0,662.5,456.33,6,2013,M,Classic,1048
8,Schmidt Peter,1975,GER,79.3,0.6865,16,212.5,225,232.5,,132.5,142.5,150,,220,235,242.5,,0,610,418.76,3,2013,M,Classic,1051
9,Schollbach Mike,1981,GER,97.32,0.6155,17,310,330,335,,217.5,222.5,232.5,,285,295,310,,0,862.5,530.87,2,2014,M,Open,521
